ra,dec,phot_g_mean_mag,bp_rp
244.7965737401997,49.038303284529405,5.4663253,1.5382156
251.32434065927393,56.78211919647027,4.7224774,0.56090117
217.31232825454094,44.262177754213795,6.264658,1.1489067
186.8960909214038,55.71267049331245,4.918238,2.0435712
187.51801176022707,58.767710278188126,5.8060346,1.1467133
236.9081343378081,55.376644249437255,5.8682046,0.28156948
242.2618464547545,57.93798208134588,6.3204055,0.066262245
248.10722496590085,60.82325166177441,5.9136024,0.05993128
251.76934907630505,67.26665734731262,6.4715824,1.7311745
234.41242194096176,69.28356386738083,5.1941724,1.4929118
245.45273423545564,69.10934522768763,4.9591694,1.2472048
212.75585619256822,58.54874516284693,6.480003,1.1446695
